,struct_typ,year_built,no_stories,meandamage
833,1,1995,4.0,0.18186
834,4,1995,1.0,0.19704
835,4,1994,1.0,0.1951
836,1,1995,3.0,0.1968
837,1,2004,3.0,0.21547
838,1,1996,0.0,0.1980599999999999
839,1,2004,3.0,0.21325
840,1,1997,2.0,0.2001
841,3,1995,1.0,0.10449
842,1,1996,3.0,0.19879
843,1,1995,3.0,0.19685
844,1,1996,3.0,0.19882
845,1,1996,3.0,0.19884
846,1,1995,3.0,0.19695
847,1,1995,3.0,0.19698
848,4,1984,1.0,0.17789
849,4,1994,2.0,0.19538
850,5,1942,1.0,0.12703
851,1,1995,3.0,0.19757
852,4,1995,2.0,0.1975299999999999
853,5,1939,1.0,0.12493
854,5,1999,1.0,0.18412
855,1,1995,3.0,0.19675
856,1,1996,3.0,0.19877
857,4,1989,3.0,0.18711
858,3,2015,1.0,0.12479
859,4,1983,1.0,0.1773
860,1,2011,4.0,0.21381
861,4,1992,1.0,0.19222
862,1,2008,4.0,0.21805
863,4,1979,2.0,0.1706599999999999
864,4,1979,1.0,0.17071
865,1,2011,4.0,0.23259
866,1,2012,4.0,0.23508
867,1,2000,2.0,0.20822
868,1,1994,3.0,0.19437
869,3,2014,2.0,0.10328
870,4,1978,1.0,0.1698
871,4,1984,1.0,0.18074
872,4,1988,2.0,0.18732
873,1,1996,4.0,0.19232
874,1,2015,3.0,0.2461
875,1,1996,9.0,0.14584
876,1,2011,4.0,0.23255
877,1,2012,4.0,0.23513
878,1,2012,4.0,0.22818
879,1,2012,4.0,0.2282199999999999
880,1,2012,3.0,0.23521
881,1,1995,4.0,0.19799
882,4,1992,2.0,0.19216
883,4,1981,1.0,0.1739099999999999
884,5,1936,1.0,0.12334
885,5,1937,1.0,0.1239099999999999
886,4,1996,1.0,0.1998599999999999
887,4,1988,2.0,0.18535
888,1,2010,1.0,0.23245
889,1,2012,4.0,0.2281099999999999
890,4,1990,1.0,0.18863
891,1,1995,3.0,0.19771
892,1,2000,3.0,0.20803
893,1,1998,2.0,0.2040799999999999
894,4,1994,2.0,0.19601
895,4,1993,2.0,0.19394
896,1,2015,4.0,0.24352
897,1,1992,3.0,0.1926
898,4,1994,2.0,0.19637
899,4,1989,2.0,0.18733
900,4,1987,1.0,0.18352
901,4,1979,1.0,0.1713
902,4,1995,1.0,0.1983
903,4,1955,1.0,0.14236
904,3,2012,1.0,0.12154
905,5,1937,1.0,0.12401
906,5,1942,1.0,0.12762
907,1,2015,3.0,0.24679
908,1,2001,2.0,0.2107699999999999
909,1,2003,3.0,0.2154
910,1,2015,3.0,0.24684
911,1,2003,3.0,0.21535
912,3,2003,1.0,0.11349
913,1,2002,14.0,0.1355
914,1,2004,3.0,0.21974
915,4,1981,2.0,0.17612
916,4,1979,1.0,0.17114
917,4,1986,1.0,0.18205
918,4,1999,2.0,0.20622
919,1,1993,7.0,0.14792
920,4,1996,2.0,0.20205
921,5,2011,1.0,0.20828
922,3,2011,1.0,0.12152
923,1,1998,2.0,0.20635
924,3,1998,1.0,0.10904
925,3,1998,1.0,0.09996
926,3,2003,1.0,0.1041
927,4,1975,1.0,0.16583
928,1,2006,1.0,0.2225
929,1,2006,2.0,0.2226199999999999
930,1,1998,2.0,0.20443
931,4,1979,1.0,0.17164
932,4,1992,2.0,0.19288
933,4,1994,3.0,0.19693
934,4,1979,1.0,0.17174
935,1,2011,4.0,0.2271
936,1,1998,3.0,0.2051199999999999
937,4,1983,2.0,0.17802
938,4,1985,1.0,0.18115
939,4,1996,1.0,0.2009
940,1,2001,1.0,0.21078
941,4,1990,1.0,0.1895599999999999
942,3,2007,1.0,0.11684
943,1,1999,2.0,0.20718
944,3,1990,2.0,0.08876
945,1,1996,3.0,0.19917
946,3,2014,2.0,0.10375
947,4,1983,1.0,0.17742
948,1,2010,4.0,0.2236699999999999
949,1,2010,4.0,0.22366
950,1,2012,5.0,0.20273
951,4,1984,2.0,0.17884
952,1,2014,4.0,0.2222
953,3,2013,2.0,0.0985
954,1,2010,3.0,0.2322699999999999
955,1,2004,3.0,0.2172599999999999
956,1,2014,5.0,0.2165699999999999
957,1,2003,4.0,0.20683
958,1,1998,4.0,0.1963
959,1,1999,3.0,0.20658
960,1,2014,4.0,0.23445
961,4,1979,1.0,0.17148
962,1,2015,4.0,0.2468
963,1,2013,5.0,0.20925
964,1,2000,4.0,0.20031
965,1,2004,3.0,0.21748
966,3,2014,1.0,0.12374
967,1,2010,4.0,0.2321599999999999
968,1,2009,3.0,0.22959
969,1,2009,3.0,0.22968
970,1,1999,3.0,0.20686
971,1,1995,3.0,0.14724
972,4,1995,3.0,0.1982
973,1,1999,2.0,0.20636
974,3,2015,2.0,0.10424
975,3,2013,5.0,0.08062
976,1,1999,2.0,0.20646
977,1,2004,3.0,0.21756
978,4,1979,2.0,0.17163
979,1,2007,2.0,0.2252
980,4,1980,2.0,0.17293
981,1,1997,3.0,0.20259
982,4,1979,1.0,0.17156
983,3,2006,1.0,0.1154099999999999
984,1,2012,4.0,0.22888
985,3,1997,2.0,0.0934
986,1,1991,5.0,0.18442
987,1,1991,5.0,0.18452
988,1,1991,5.0,0.18463
989,4,1998,2.0,0.1971
990,1,1987,1.0,0.1787099999999999
991,1,1973,3.0,0.15857
992,5,2003,1.0,0.18557
993,5,2015,1.0,0.20633
994,1,2015,1.0,0.23978
995,1,1987,1.0,0.17752
996,1,1991,6.0,0.18389
997,1,1991,2.0,0.1846
998,1,1991,5.0,0.18399
999,1,1991,5.0,0.18409
1000,1,1991,5.0,0.1842
1001,1,1991,5.0,0.18432
1002,4,1989,1.0,0.18203
1003,4,1975,1.0,0.16109
1004,1,2007,2.0,0.21803
1005,4,1979,1.0,0.16617
1006,3,2009,1.0,0.11475
1007,3,2015,1.0,0.1210099999999999
1008,3,2015,2.0,0.09706
1009,3,2013,1.0,0.08645
1010,3,2006,1.0,0.10898
1011,5,1936,1.0,0.12027
1012,4,1987,1.0,0.17867
1013,4,1982,1.0,0.17079
1014,4,1990,1.0,0.18364
1015,4,1999,1.0,0.20059
1016,4,1950,1.0,0.13367
1017,3,2002,2.0,0.0757
1018,1,2002,5.0,0.15339
1019,3,2003,4.0,0.06859
1020,3,2005,3.0,0.07135
1021,1,2005,1.0,0.2187199999999999
1022,4,2006,1.0,0.2216699999999999
1023,1,2010,3.0,0.2016099999999999
1024,4,1995,3.0,0.1967799999999999
1025,1,1991,6.0,0.18909
1026,1,1991,5.0,0.15788
1027,1,1991,5.0,0.16533
1028,4,1993,1.0,0.1927299999999999
1029,1,1996,5.0,0.19768
1030,1,1996,6.0,0.19849
1031,1,1999,5.0,0.20379
1032,1,1999,2.0,0.20569
1033,1,1999,3.0,0.1786
1034,1,1999,3.0,0.17872
1035,4,1996,2.0,0.19688
1036,1,1988,3.0,0.18372
1037,1,1988,1.0,0.18465
1038,1,1990,5.0,0.17088
1039,1,1991,5.0,0.15765
1040,1,1991,1.0,0.18868
1041,3,2015,1.0,0.12036
1042,4,1994,1.0,0.18937
1043,1,2007,1.0,0.2166699999999999
1044,1,1994,1.0,0.18911
1045,3,2013,2.0,0.09466
1046,3,1990,4.0,0.06281
1047,1,1999,3.0,0.20192
1048,4,2000,1.0,0.20434
1049,1,2000,3.0,0.20813
1050,1,1999,3.0,0.2062
1051,1,2000,3.0,0.20803
1052,1,2007,4.0,0.22224
1053,1,2000,3.0,0.2082099999999999
1054,1,2003,3.0,0.2145099999999999
1055,1,2003,3.0,0.21466
1056,1,2003,3.0,0.21474
1057,1,1998,3.0,0.20414
1058,1,2000,3.0,0.20843
1059,1,2000,3.0,0.20822
1060,3,1999,2.0,0.09486
1061,1,1999,3.0,0.20626
1062,1,1999,3.0,0.20633
1063,1,2001,3.0,0.21043
1064,1,2000,4.0,0.2001
1065,1,1996,3.0,0.2001099999999999
1066,3,1999,2.0,0.09477
1067,1,2000,3.0,0.20797
1068,1,1999,3.0,0.20619
1069,1,1998,4.0,0.1963599999999999
1070,1,1997,3.0,0.20218
1071,1,1999,3.0,0.20604
1072,1,1998,3.0,0.20407
1073,4,1994,2.0,0.19484
1074,4,1978,1.0,0.16858
1075,3,1998,1.0,0.10708
1076,4,1980,1.0,0.17151
1077,3,1998,2.0,0.08589
1078,1,2011,4.0,0.22613
1079,1,2011,4.0,0.2199199999999999
1080,4,1994,3.0,0.19633
1081,4,1988,2.0,0.18749
1082,3,2015,1.0,0.12627
1083,4,1994,2.0,0.19551
1084,4,1997,3.0,0.20148
1085,1,2003,3.0,0.21227
1086,4,1995,2.0,0.19758
1087,1,2002,3.0,0.21226
1088,1,2014,5.0,0.2162099999999999
1089,3,2010,1.0,0.11915
1090,1,2005,4.0,0.2167099999999999
1091,1,2004,3.0,0.21645
1092,1,2010,4.0,0.2225099999999999
1093,1,1999,4.0,0.17837
1094,1,1999,3.0,0.2053
1095,1,2002,4.0,0.20372
1096,3,2008,1.0,0.10887
1097,4,1991,1.0,0.1906
1098,1,2014,2.0,0.24368
1099,4,1991,2.0,0.19074
1100,1,2007,4.0,0.2247699999999999
1101,1,1995,3.0,0.19805
1102,1,2012,4.0,0.22853
1103,4,1993,1.0,0.19432
1104,1,1997,3.0,0.20218
1105,1,2003,3.0,0.21458
1106,1,2001,3.0,0.21024
1107,1,2001,3.0,0.21029
1108,1,1998,2.0,0.20399
1109,1,2004,3.0,0.21725
1110,1,2004,4.0,0.2172199999999999
1111,5,1938,1.0,0.12662
1112,1,2010,4.0,0.20076
1113,3,2012,1.0,0.12084
1114,1,1998,4.0,0.2083699999999999
1115,1,2010,2.0,0.2371
1116,4,1922,1.0,0.1178099999999999
1117,3,2000,1.0,0.1029
1118,4,2004,1.0,0.22194
1119,1,2002,3.0,0.2164
1120,4,1983,1.0,0.18009
1121,1,2002,3.0,0.2160699999999999
1122,1,2012,4.0,0.2392099999999999
1123,1,2012,4.0,0.23929
1124,1,2000,4.0,0.20344
1125,4,1996,2.0,0.2034
1126,1,2001,2.0,0.2140699999999999
1127,1,2012,4.0,0.23138
1128,1,2002,3.0,0.2154
1129,4,1994,2.0,0.19919
1130,1,2002,4.0,0.20218
1131,1,1998,3.0,0.20759
1132,4,1995,2.0,0.20151
1133,1,2008,2.0,0.23274
1134,3,2008,1.0,0.11015
1135,1,2013,4.0,0.2222199999999999
1136,1,2013,3.0,0.2416699999999999
1137,1,2002,3.0,0.2135
1138,5,1947,1.0,0.13292
1139,1,2013,3.0,0.24381
1140,3,2015,1.0,0.12649
1141,1,1997,3.0,0.19128
1142,1,2000,3.0,0.21105
1143,1,2011,4.0,0.23893
1144,1,2013,4.0,0.24456
1145,1,2013,4.0,0.2372699999999999
1146,3,2007,1.0,0.11915
1147,1,2013,5.0,0.23092
1148,1,2012,5.0,0.22825
1149,1,2012,5.0,0.2283099999999999
1150,3,2010,1.0,0.11902
1151,3,2009,1.0,0.11788
1152,3,2006,1.0,0.11827
1153,1,2003,3.0,0.22084
1154,1,2005,4.0,0.21683
1155,1,2005,4.0,0.21663
1156,1,2006,4.0,0.21905
1157,1,2006,3.0,0.19821
1158,1,2011,4.0,0.23899
1159,1,2003,4.0,0.18755
1160,1,2007,4.0,0.20472
1161,1,2007,4.0,0.22812
1162,1,2012,4.0,0.2415699999999999
1163,3,2003,1.0,0.11514
1164,1,2003,4.0,0.2186199999999999
1165,1,2005,4.0,0.22321
1166,1,2012,5.0,0.20758
1167,4,1994,2.0,0.2004
1168,4,1986,1.0,0.18592
1169,4,1977,1.0,0.17184
1170,1,2010,4.0,0.2287199999999999
1171,4,1983,1.0,0.18142
1172,4,1961,1.0,0.15245
1173,3,2010,1.0,0.12215
1174,1,2014,5.0,0.2274699999999999
1175,3,2008,1.0,0.12049
1176,1,2011,4.0,0.22591
1177,1,2006,5.0,0.19424
1178,1,2013,3.0,0.24509
1179,1,1978,4.0,0.15812
1180,1,1996,1.0,0.20483
1181,1,2011,2.0,0.24023
1182,1,2011,4.0,0.23917
1183,1,2013,4.0,0.2449
1184,3,2012,1.0,0.12477
1185,1,2009,3.0,0.22073
1186,3,2004,1.0,0.11637
1187,3,2005,1.0,0.11738
1188,1,2013,5.0,0.21494
1189,1,2011,4.0,0.23928
1190,1,2008,4.0,0.23314
1191,1,2008,4.0,0.2331599999999999
1192,1,2011,4.0,0.23196
1193,1,2012,4.0,0.23478
1194,1,2012,3.0,0.24424
1195,1,2009,4.0,0.2267199999999999
1196,1,2008,5.0,0.218
1197,1,2006,5.0,0.20783
1198,3,2005,1.0,0.11728
1199,1,2007,5.0,0.18502
1200,1,2013,6.0,0.1916
1201,3,2007,1.0,0.11579
1202,1,2013,5.0,0.21961
1203,1,2013,4.0,0.23735
1204,1,2013,4.0,0.2373699999999999
1205,1,2008,4.0,0.23312
1206,3,1999,1.0,0.1107
1207,4,1973,1.0,0.16555
1208,4,1979,1.0,0.1745
1209,3,1999,2.0,0.09661
1210,4,1985,2.0,0.18365
1211,3,2004,2.0,0.10073
1212,4,1985,1.0,0.18335
1213,1,2004,2.0,0.2214199999999999
1214,3,2007,2.0,0.10853
1215,4,1996,1.0,0.20388
1216,4,1985,2.0,0.18378
1217,4,1972,1.0,0.16469
1218,4,1983,1.0,0.18065
1219,4,1997,2.0,0.20581
1220,4,1985,1.0,0.1833
1221,4,1983,1.0,0.18017
1222,4,2000,2.0,0.21191
1223,1,2001,2.0,0.2142099999999999
1224,4,1983,1.0,0.18017
1225,4,1990,2.0,0.19263
1226,5,1956,1.0,0.14069
1227,4,1990,1.0,0.1923099999999999
1228,4,1983,1.0,0.1802
1229,5,1959,1.0,0.14299
1230,4,2002,1.0,0.21786
1231,4,1979,1.0,0.17493
1232,5,1942,1.0,0.13022
1233,4,1996,1.0,0.2043299999999999
1234,5,1953,1.0,0.13864
1235,5,1960,1.0,0.14447
1236,4,1982,1.0,0.17912
1237,4,1983,1.0,0.18072
1238,4,1983,1.0,0.18129
1239,4,1993,1.0,0.19874
1240,1,1999,3.0,0.21088
1241,3,1997,1.0,0.10933
1242,1,1999,3.0,0.21086
1243,1,1999,3.0,0.21065
1244,1,1999,3.0,0.20252
1245,4,1995,3.0,0.20231
1246,4,1993,2.0,0.1985
1247,1,2003,2.0,0.21966
1248,4,1988,1.0,0.18966
1249,4,1985,2.0,0.1845
1250,4,1937,1.0,0.1290099999999999
1251,1,2001,3.0,0.21519
1252,1,1997,3.0,0.20653
1253,4,1994,2.0,0.20063
1254,4,1995,2.0,0.20256
1255,4,1996,2.0,0.20452
1256,5,1937,1.0,0.1268
1257,5,1937,1.0,0.1268
1258,1,2002,3.0,0.21748
1259,1,1995,2.0,0.20227
1260,1,2012,4.0,0.23348
1261,3,1992,3.0,0.0813
1262,1,2002,3.0,0.21741
1263,1,1997,3.0,0.2065699999999999
1264,1,2000,4.0,0.2048
1265,4,1987,1.0,0.18785
1266,4,1996,1.0,0.20398
1267,1,1990,1.0,0.19258
1268,1,1998,3.0,0.20818
1269,5,1937,1.0,0.12633
1270,1,2010,3.0,0.2341599999999999
1271,4,1948,1.0,0.13807
1272,1,2011,3.0,0.23978
1273,4,1989,1.0,0.19061
1274,5,1947,1.0,0.13347
1275,4,1957,1.0,0.14675
1276,4,1961,1.0,0.15108
1277,4,1983,1.0,0.18029
1278,1,1997,3.0,0.20576
1279,5,1937,1.0,0.12636
1280,4,1947,1.0,0.13713
1281,1,1997,3.0,0.19791
1282,1,2000,3.0,0.21249
1283,1,2000,3.0,0.21255
1284,1,2008,2.0,0.2316099999999999
1285,3,2013,1.0,0.12478
1286,1,2013,4.0,0.22336
1287,1,2013,4.0,0.2235
1288,1,1986,3.0,0.18536
1289,1,1999,3.0,0.21045
1290,4,1987,2.0,0.1875
1291,1,2014,4.0,0.24614
1292,3,2009,1.0,0.12061
1293,1,2014,9.0,0.17465
1294,1,2012,4.0,0.21574
1295,1,2013,4.0,0.23356
1296,4,1989,1.0,0.18921
1297,1,2013,4.0,0.2338
1298,1,1978,2.0,0.17264
1299,1,1980,4.0,0.14574
1300,1,1980,4.0,0.16827
1301,1,1982,3.0,0.17053
1302,1,1989,4.0,0.1690299999999999
1303,1,2012,4.0,0.23804
1304,1,2012,4.0,0.23808
1305,1,2013,4.0,0.23394
1306,1,2012,4.0,0.23799
1307,1,1994,6.0,0.15622
1308,1,1995,2.0,0.19998
1309,4,1994,2.0,0.19815
1310,1,2011,4.0,0.20631
1311,3,1994,2.0,0.10278
1312,3,1997,1.0,0.09937
1313,1,1997,2.0,0.20474
1314,1,1982,4.0,0.17727
1315,1,1997,3.0,0.2041099999999999
1316,1,2013,4.0,0.23389
1317,1,2006,3.0,0.22454
1318,1,2008,4.0,0.2203699999999999
1319,3,2012,1.0,0.12383
1320,3,2009,1.0,0.12059
1321,1,2011,3.0,0.23981
1322,3,2009,2.0,0.1006
1323,3,1997,1.0,0.1089599999999999
1324,1,2014,4.0,0.24595
1325,5,1931,1.0,0.12202
1326,3,1997,1.0,0.10879
1327,1,2012,3.0,0.24131
1328,1,2002,3.0,0.21588
1329,1,2002,3.0,0.21578
1330,1,2002,3.0,0.21585
1331,1,2012,3.0,0.24128
1332,1,2012,2.0,0.24125
1333,3,1995,1.0,0.0701799999999999
1334,1,2009,8.0,0.15553
1335,1,2010,4.0,0.17227
1336,1,2012,6.0,0.17117
1337,3,2010,1.0,0.12109
1338,3,2015,1.0,0.12312
1339,4,1991,1.0,0.1937
1340,1,1999,3.0,0.20964
1341,3,1993,1.0,0.1054
1342,1,2005,5.0,0.16751
1343,1,2006,1.0,0.2237199999999999
1344,1,2006,1.0,0.22426
1345,1,2006,1.0,0.2249
1346,1,2006,2.0,0.2246
1347,1,2006,1.0,0.2266699999999999
1348,1,2007,1.0,0.22645
1349,1,2008,1.0,0.23112
1350,1,1990,5.0,0.1252599999999999
1351,1,1993,6.0,0.13913
1352,1,1993,4.0,0.17843
1353,1,1998,4.0,0.16272
1354,3,2002,1.0,0.11331
1355,1,2003,2.0,0.21749
1356,1,2004,9.0,0.14372
1357,1,2004,2.0,0.22099
1358,1,2001,3.0,0.2141199999999999
1359,1,2001,3.0,0.2141699999999999
1360,4,1987,1.0,0.18722
1361,1,2001,3.0,0.21424
1362,1,2001,3.0,0.21419
1363,1,2013,4.0,0.23565
1364,1,2011,3.0,0.2395699999999999
1365,1,2012,3.0,0.24234
1366,4,1998,2.0,0.20836
1367,1,2014,3.0,0.2485699999999999
1368,1,2012,4.0,0.2328199999999999
1369,1,1991,6.0,0.1936
1370,1,1991,6.0,0.1937
1371,1,1991,5.0,0.19379
1372,1,2014,4.0,0.23835
1373,1,2001,3.0,0.2140699999999999
1374,1,2006,2.0,0.2287699999999999
1375,4,1993,2.0,0.2001
1376,3,2007,1.0,0.11625
1377,4,1965,1.0,0.15642
1378,3,2004,2.0,0.09663
1379,4,1953,1.0,0.14324
1380,1,2014,3.0,0.24871
1381,1,2014,1.0,0.2486699999999999
1382,5,1972,1.0,0.15734
1383,4,1981,1.0,0.17923
1384,3,2005,1.0,0.1175099999999999
1385,4,1991,1.0,0.19599
1386,1,1999,2.0,0.21213
1387,3,2011,1.0,0.1237299999999999
1388,4,1993,1.0,0.1993599999999999
1389,4,1987,1.0,0.18853
1390,4,1990,2.0,0.19328
1391,4,1990,2.0,0.1933099999999999
1392,1,2012,3.0,0.24078
1393,1,2002,4.0,0.20352
1394,4,1947,1.0,0.13784
1395,1,2008,3.0,0.2323199999999999
1396,1,1991,1.0,0.19503
1397,4,1998,3.0,0.20965
1398,1,1994,3.0,0.1875099999999999
1399,4,1993,2.0,0.19877
1400,4,1989,1.0,0.19142
1401,4,1989,2.0,0.19133
1402,4,1989,2.0,0.19128
1403,4,1991,3.0,0.1950599999999999
1404,4,1990,2.0,0.19325
1405,4,1983,2.0,0.18217
1406,3,2011,1.0,0.1202
1407,3,2011,1.0,0.12375
1408,1,2011,3.0,0.23804
1409,1,1989,3.0,0.19125
1410,1,2002,2.0,0.21761
1411,1,1993,3.0,0.19874
1412,4,1982,1.0,0.17915
1413,1,2006,3.0,0.2262199999999999
1414,1,2013,5.0,0.2232
1415,1,2011,3.0,0.23922
1416,1,2015,4.0,0.2415
1417,4,1994,1.0,0.20035
1418,5,1927,1.0,0.12042
1419,5,1934,1.0,0.12485
1420,5,1937,1.0,0.12694
1421,4,1927,1.0,0.1214799999999999
1422,4,1993,3.0,0.19882
1423,1,1995,4.0,0.20081
1424,1,1996,4.0,0.2048199999999999
1425,1,2003,2.0,0.2201
1426,1,1991,4.0,0.19324
1427,1,1991,4.0,0.19329
1428,4,1986,1.0,0.18674
1429,4,1996,2.0,0.20534
1430,1,2014,3.0,0.2492
1431,1,1995,2.0,0.20265
1432,5,1937,1.0,0.12693
1433,5,1947,1.0,0.1340299999999999
1434,1,2002,4.0,0.19365
1435,1,2002,3.0,0.21785
1436,3,2008,1.0,0.1202299999999999
1437,1,2012,6.0,0.21153
1438,4,1983,1.0,0.18179
1439,1,1996,3.0,0.2053
1440,4,1992,1.0,0.1970299999999999
1441,1,1992,2.0,0.19708
1442,1,2013,2.0,0.24729
1443,4,1984,1.0,0.1832
1444,1,2005,3.0,0.21683
1445,1,2007,4.0,0.1923099999999999
1446,1,1996,2.0,0.20543
1447,3,2013,1.0,0.12194
1448,3,2014,1.0,0.12668
1449,1,2012,5.0,0.1891
1450,4,1985,2.0,0.1835099999999999
1451,4,1985,2.0,0.18339
1452,4,1995,2.0,0.20127
1453,4,1994,2.0,0.19937
1454,4,1994,1.0,0.1994
1455,4,1990,1.0,0.19312
1456,1,2013,4.0,0.2365699999999999
1457,1,2012,3.0,0.2433199999999999
1458,1,1999,2.0,0.21181
1459,4,1956,1.0,0.14743
1460,4,1995,3.0,0.20242
1461,1,2013,4.0,0.24209
1462,4,1985,2.0,0.18345
1463,5,1954,1.0,0.13977
1464,1,2014,3.0,0.2492199999999999
1465,3,2009,2.0,0.10088
1466,3,2014,1.0,0.12648
1467,5,1946,1.0,0.1333599999999999
1468,4,1976,1.0,0.1707
1469,1,2002,2.0,0.21749
1470,4,1979,1.0,0.17517
1471,1,1997,4.0,0.20495
1472,1,1997,4.0,0.2050199999999999
1473,1,2002,3.0,0.2179199999999999
1474,1,1996,3.0,0.20477
1475,1,2011,4.0,0.2312699999999999
1476,4,1995,2.0,0.20271
1477,1,2002,4.0,0.21789
1478,1,2001,4.0,0.20719
1479,3,2012,1.0,0.1212
1480,4,1998,2.0,0.20404
1481,3,1994,1.0,0.10649
1482,4,1994,1.0,0.20009
1483,4,1960,1.0,0.15025
1484,3,2010,1.0,0.1216599999999999
1485,1,1997,2.0,0.20644
1486,4,1990,1.0,0.18834
1487,5,1950,1.0,0.1338099999999999
1488,4,1992,1.0,0.1930599999999999
1489,3,2003,2.0,0.10334
1490,3,2015,1.0,0.12519
1491,5,1926,1.0,0.11729
1492,4,2005,1.0,0.21979
1493,4,1993,1.0,0.19443
1494,3,1996,2.0,0.09325
1495,3,2011,1.0,0.12129
1496,3,2001,2.0,0.0981399999999999
1497,4,1984,1.0,0.18238
1498,3,2004,1.0,0.11533
1499,5,1945,1.0,0.1299799999999999
1500,5,1905,1.0,0.1062
1501,4,1993,2.0,0.19652
1502,3,1997,1.0,0.1079599999999999
1503,4,2004,1.0,0.21939
1504,1,2007,1.0,0.2268
1505,5,1946,1.0,0.1318099999999999
1506,4,1984,1.0,0.18068
1507,5,1926,1.0,0.1183599999999999
1508,4,1944,1.0,0.13013
1509,5,1945,1.0,0.1280599999999999
1510,5,1945,1.0,0.12814
1511,5,1950,1.0,0.13183
1512,3,1997,1.0,0.10585
1513,4,1956,1.0,0.14135
1514,5,1926,1.0,0.11552
1515,4,1988,1.0,0.18273
1516,5,1945,1.0,0.12845
1517,3,1999,2.0,0.09217
1518,3,2011,1.0,0.1185599999999999
1519,3,1997,1.0,0.10347
1520,3,1999,1.0,0.11141
1521,4,1996,1.0,0.1973599999999999
1522,3,2005,1.0,0.11266
1523,5,1926,1.0,0.11688
1524,4,1997,1.0,0.20155
1525,4,1987,1.0,0.18317
1526,5,1956,1.0,0.13762
1527,4,1993,1.0,0.1935
1528,5,1956,1.0,0.13764
1529,5,1956,1.0,0.13763
1530,4,2000,1.0,0.21236
1531,4,1991,2.0,0.19034
1532,3,2002,1.0,0.1113099999999999
1533,1,2003,2.0,0.21455
1534,4,1996,1.0,0.19977
1535,3,2006,1.0,0.1150099999999999
1536,5,1926,1.0,0.1168
1537,5,1926,1.0,0.11678
1538,4,2004,1.0,0.21675
1539,3,1998,1.0,0.10505
1540,3,1998,1.0,0.10509
1541,3,1998,1.0,0.10517
1542,3,1996,1.0,0.10007
1543,3,1996,1.0,0.09982
1544,3,1996,1.0,0.10269
1545,3,1996,1.0,0.0998
1546,3,1996,1.0,0.0999299999999999
1547,3,2001,1.0,0.0984299999999999
1548,3,2003,1.0,0.10916
1549,1,2005,2.0,0.21347
1550,3,1997,1.0,0.10784
1551,3,1994,1.0,0.10539
1552,1,2005,1.0,0.22159
1553,3,1997,1.0,0.1042
1554,3,1998,1.0,0.10511
1555,4,1996,1.0,0.19565
1556,3,2006,2.0,0.1031599999999999
1557,3,2009,1.0,0.10612
1558,3,2009,1.0,0.11588
1559,3,1996,1.0,0.09016
1560,3,1994,1.0,0.10734
1561,3,2008,1.0,0.11405
1562,3,2001,1.0,0.10733
1563,4,1975,1.0,0.16305
1564,3,2011,1.0,0.11823
1565,3,2011,1.0,0.1182599999999999
1566,5,1988,1.0,0.1677
1567,5,1950,1.0,0.13097
1568,3,1997,1.0,0.1101
1569,3,1998,1.0,0.0965299999999999
1570,3,1998,1.0,0.10532
1571,3,2006,1.0,0.11646
1572,3,1998,2.0,0.0967799999999999
1573,5,1956,1.0,0.14219
1574,3,2012,2.0,0.10905
1575,1,1986,2.0,0.18714
1576,5,1947,1.0,0.1350299999999999
1577,3,2014,2.0,0.10196
1578,3,1992,2.0,0.10587
1579,3,2008,1.0,0.11977
1580,3,2009,1.0,0.10063
1581,3,2013,1.0,0.12426
1582,1,2005,2.0,0.2227599999999999
1583,3,2014,1.0,0.12536
1584,5,1926,1.0,0.11844
1585,3,1993,1.0,0.1047299999999999
1586,3,1997,1.0,0.10817
1587,1,2005,1.0,0.22088
1588,4,1956,1.0,0.1429
1589,3,1994,1.0,0.10683
1590,3,1994,1.0,0.10537
1591,3,2004,1.0,0.11435
1592,4,2006,1.0,0.22434
1593,3,2009,1.0,0.1171799999999999
1594,3,1997,1.0,0.10059
1595,3,1999,1.0,0.1023
1596,3,2000,1.0,0.10329
1597,3,2004,0.0,0.10976
1598,4,1996,1.0,0.19318
1599,3,1994,1.0,0.10718
1600,4,2001,2.0,0.21173
1601,4,2007,1.0,0.2257
1602,4,1942,1.0,0.13809
1603,3,1999,1.0,0.1151099999999999
1604,3,2006,1.0,0.12199
1605,4,1970,1.0,0.16802
1606,1,1993,4.0,0.19648
1607,1,1993,3.0,0.20446
1608,3,1994,1.0,0.10994
1609,1,1996,2.0,0.21258
1610,3,2003,2.0,0.1158599999999999
1611,3,2012,1.0,0.12895
1612,3,1993,1.0,0.10987
1613,4,1994,1.0,0.20789
1614,4,1997,1.0,0.21399
1615,4,1997,3.0,0.21402
1616,4,1890,1.0,0.1033099999999999
1617,3,1998,1.0,0.11498
1618,4,1980,1.0,0.18382
1619,3,1996,1.0,0.11312
1620,3,2014,3.0,0.09081
1621,3,1992,2.0,0.10057
1622,1,1989,5.0,0.1993
1623,1,1997,1.0,0.21513
1624,3,2014,1.0,0.13162
1625,3,1998,2.0,0.1119
1626,1,1997,2.0,0.21374
1627,3,2014,2.0,0.10887
1628,4,1971,1.0,0.16917
1629,1,1985,2.0,0.19029
1630,1,1994,1.0,0.2093699999999999
1631,4,1996,1.0,0.2133699999999999
1632,3,2008,1.0,0.10903
1633,1,2008,15.0,0.14922
1634,1,2008,13.0,0.15713
