,struct_typ,year_built,no_stories,meandamage
5751,3,1998,1.0,0.12442
5752,3,1984,1.0,0.11188
5753,5,2007,1.0,0.22996
5754,3,2005,1.0,0.13188
5755,3,2005,1.0,0.13187
5756,4,1997,1.0,0.23519
5757,3,2005,1.0,0.13285
5758,3,2008,1.0,0.1348
5759,3,2003,1.0,0.12915
5760,3,2015,2.0,0.13992
5761,4,1985,1.0,0.20814
5762,3,2003,1.0,0.1295599999999999
5763,3,1995,1.0,0.12152
5764,5,2015,2.0,0.24699
5765,3,1996,1.0,0.12244
5766,3,1997,1.0,0.12242
5767,4,1909,1.0,0.12655
5768,5,1901,1.0,0.1225
5769,5,1923,1.0,0.136
5770,3,2007,1.0,0.13692
5771,1,2001,1.0,0.2481
5772,4,1982,1.0,0.20704
5773,1,1997,1.0,0.2381599999999999
5774,3,2012,1.0,0.14242
5775,3,2001,2.0,0.10774
5776,3,2011,1.0,0.14067
5777,4,1996,1.0,0.23584
5778,3,1998,1.0,0.12704
5779,3,2004,1.0,0.13344
5780,5,1975,1.0,0.18387
5781,1,2000,1.0,0.24547
5782,5,1940,1.0,0.14855
5783,3,1998,1.0,0.1269
5784,3,1999,1.0,0.12792
5785,3,2010,1.0,0.14029
5786,4,1998,1.0,0.24015
5787,5,1908,1.0,0.12585
5788,5,1909,1.0,0.12645
5789,3,2011,1.0,0.14119
5790,5,1995,1.0,0.21239
5791,5,1913,1.0,0.12934
5792,4,1998,1.0,0.24028
5793,3,2005,1.0,0.13443
5794,4,1988,1.0,0.2182199999999999
5795,5,1939,1.0,0.14767
5796,5,1957,1.0,0.16377
5797,5,1944,1.0,0.14937
5798,4,1944,1.0,0.15283
5799,5,1944,1.0,0.14928
5800,5,1944,1.0,0.14925
5801,4,1954,1.0,0.16358
5802,4,1954,1.0,0.1635599999999999
5803,5,1954,1.0,0.15813
5804,4,1969,1.0,0.18272
5805,5,1934,1.0,0.14131
5806,3,1992,1.0,0.11902
5807,3,2011,1.0,0.12769
5808,5,1934,1.0,0.1413299999999999
5809,5,1924,1.0,0.1342799999999999
5810,4,1924,1.0,0.13507
5811,5,1934,1.0,0.14142
5812,5,1934,1.0,0.1413599999999999
5813,4,1996,1.0,0.23126
5814,5,1941,1.0,0.1467
5815,4,1948,1.0,0.15677
5816,3,1997,1.0,0.1237099999999999
5817,3,1998,1.0,0.1211599999999999
5818,5,1924,1.0,0.13427
5819,3,2011,1.0,0.12775
5820,3,2005,2.0,0.1103099999999999
5821,5,1923,1.0,0.13276
5822,5,2004,2.0,0.22334
5823,3,2012,1.0,0.13963
5824,3,2003,1.0,0.12907
5825,4,2000,1.0,0.23959
5826,5,1935,1.0,0.14109
5827,5,1944,1.0,0.14872
5828,4,1944,1.0,0.15257
5829,4,1945,1.0,0.15404
5830,5,1945,1.0,0.15034
5831,5,1944,1.0,0.14948
5832,5,1924,1.0,0.13439
5833,5,1924,1.0,0.1344
5834,4,1965,1.0,0.17729
5835,4,1982,1.0,0.20363
5836,4,1974,1.0,0.1902
5837,3,1998,1.0,0.12476
5838,5,1954,1.0,0.15837
5839,5,1999,2.0,0.21414
5840,5,1999,1.0,0.2161699999999999
5841,5,1999,1.0,0.20784
5842,5,1999,1.0,0.2162
5843,5,1999,1.0,0.21624
5844,3,1996,1.0,0.12294
5845,5,1972,1.0,0.17718
5846,4,1972,1.0,0.18724
5847,4,1976,1.0,0.19344
5848,5,1944,1.0,0.14944
5849,4,1996,1.0,0.23188
5850,4,2002,1.0,0.24656
5851,5,1908,1.0,0.12423
5852,3,1997,1.0,0.12379
5853,3,2000,1.0,0.1269
5854,3,2007,1.0,0.1345599999999999
5855,3,2010,1.0,0.13423
5856,3,2007,2.0,0.11229
5857,4,1944,1.0,0.15289
5858,4,1958,1.0,0.16838
5859,5,1944,1.0,0.14941
5860,3,2000,1.0,0.1272299999999999
5861,4,1944,1.0,0.15336
5862,4,1944,1.0,0.15337
5863,4,1999,1.0,0.2395699999999999
5864,4,1974,1.0,0.19079
5865,5,1935,1.0,0.14279
5866,4,1957,1.0,0.16756
5867,4,1934,1.0,0.14367
5868,3,1993,1.0,0.12036
5869,4,1934,1.0,0.14387
5870,4,1954,1.0,0.16399
5871,4,1996,1.0,0.2323599999999999
5872,4,1986,1.0,0.21141
5873,4,1997,1.0,0.23465
5874,4,1959,1.0,0.16989
5875,5,1974,2.0,0.17991
5876,4,1939,1.0,0.1485
5877,4,1944,1.0,0.15336
5878,5,1944,1.0,0.14981
5879,4,1946,1.0,0.15538
5880,4,1974,1.0,0.19085
5881,5,1934,1.0,0.14185
5882,5,1944,1.0,0.14986
5883,3,1956,1.0,0.09366
5884,4,1972,1.0,0.1875
5885,5,1985,1.0,0.1943099999999999
5886,4,1933,1.0,0.14306
5887,4,1934,1.0,0.1439099999999999
5888,4,1934,1.0,0.1439
5889,4,1934,1.0,0.14394
5890,5,1938,1.0,0.145
5891,3,2005,1.0,0.13199
5892,3,2011,1.0,0.13909
5893,5,2010,1.0,0.23599
5894,3,2011,1.0,0.13889
5895,4,1992,1.0,0.22202
5896,5,1975,1.0,0.17997
5897,4,1994,1.0,0.2266699999999999
5898,5,1926,1.0,0.13535
5899,3,1996,1.0,0.12253
5900,4,2001,1.0,0.2430699999999999
5901,4,1944,1.0,0.15341
5902,4,1944,1.0,0.1534
5903,4,1949,1.0,0.1586
5904,3,1997,1.0,0.12357
5905,3,2005,1.0,0.13198
5906,5,1946,1.0,0.1507
5907,5,1929,1.0,0.13744
5908,3,1996,1.0,0.12251
5909,4,1998,1.0,0.23576
5910,4,1996,1.0,0.23098
5911,3,2006,1.0,0.13304
5912,3,1999,1.0,0.12553
5913,4,1944,1.0,0.1531
5914,4,1998,1.0,0.23678
5915,4,1998,1.0,0.2368
5916,4,1997,1.0,0.2344
5917,1,2010,4.0,0.22919
5918,5,2015,2.0,0.2481199999999999
5919,4,1944,1.0,0.1530099999999999
5920,3,2003,1.0,0.12739
5921,4,1993,2.0,0.2207
5922,1,1996,3.0,0.22693
5923,3,2002,1.0,0.1263099999999999
5924,4,1995,2.0,0.22476
5925,5,1944,1.0,0.14633
5926,4,1988,1.0,0.2103
5927,4,2004,1.0,0.24659
5928,4,1989,2.0,0.21258
5929,3,2012,1.0,0.13968
5930,5,2006,2.0,0.2242699999999999
5931,5,1954,1.0,0.15508
5932,4,1986,1.0,0.2067
5933,4,1992,1.0,0.21843
5934,1,1978,1.0,0.1927299999999999
5935,4,1995,2.0,0.22508
5936,5,2013,2.0,0.23886
5937,4,1975,1.0,0.18818
5938,5,2005,2.0,0.22268
5939,5,1908,1.0,0.122
5940,3,2007,1.0,0.13216
5941,5,1944,1.0,0.1467099999999999
5942,4,1976,1.0,0.18992
5943,4,1954,1.0,0.16052
5944,1,1995,4.0,0.22323
5945,1,1995,4.0,0.2254199999999999
5946,4,1994,2.0,0.22321
5947,5,1924,1.0,0.13189
5948,4,1982,1.0,0.19973
5949,4,1973,1.0,0.18514
5950,4,1973,1.0,0.1851799999999999
5951,3,2007,1.0,0.12787
5952,3,1986,1.0,0.11133
5953,3,2004,1.0,0.1282299999999999
5954,1,1991,3.0,0.21391
5955,4,1993,1.0,0.2201199999999999
5956,3,1991,1.0,0.11564
5957,4,1999,1.0,0.23363
5958,3,2000,1.0,0.12409
5959,3,2006,3.0,0.09771
5960,1,1994,4.0,0.2074
5961,3,2002,2.0,0.10995
5962,3,2014,2.0,0.11233
5963,3,2014,2.0,0.11233
5964,3,2005,1.0,0.12933
5965,3,2012,1.0,0.13744
5966,4,1989,1.0,0.21204
5967,4,1979,1.0,0.19409
5968,4,1979,2.0,0.19412
5969,3,1996,1.0,0.12025
5970,4,1999,1.0,0.23376
5971,3,2011,2.0,0.11895
5972,4,1989,1.0,0.21201
5973,3,2013,1.0,0.1273099999999999
5974,3,2006,1.0,0.13039
5975,5,1944,1.0,0.14628
5976,5,1908,1.0,0.12177
5977,3,2015,3.0,0.10604
5978,4,1986,2.0,0.20648
5979,4,1986,1.0,0.20643
5980,3,2006,1.0,0.13061
5981,3,2011,1.0,0.13643
5982,3,2013,1.0,0.13893
5983,3,1995,1.0,0.11007
5984,3,2013,1.0,0.12207
5985,4,1976,1.0,0.19069
5986,4,2003,1.0,0.24636
5987,3,2004,1.0,0.12978
5988,3,2004,1.0,0.1261
5989,3,2004,1.0,0.12982
5990,3,1996,1.0,0.12142
5991,1,2001,3.0,0.23855
5992,1,1989,2.0,0.21238
5993,3,2002,2.0,0.1101
5994,1,2007,4.0,0.22135
5995,1,1996,3.0,0.18933
5996,4,1972,1.0,0.18356
5997,4,1954,1.0,0.16097
5998,1,1999,2.0,0.23373
5999,1,2000,2.0,0.23605
6000,3,2013,2.0,0.1273099999999999
6001,3,2012,2.0,0.13373
6002,4,1984,3.0,0.20269
6003,3,1999,1.0,0.12318
6004,3,1999,2.0,0.10277
6005,3,1999,1.0,0.1231599999999999
6006,1,1999,3.0,0.23353
6007,4,1996,2.0,0.22646
6008,1,2001,3.0,0.2382099999999999
6009,4,1991,1.0,0.2156699999999999
6010,3,2005,1.0,0.1292
6011,4,1954,1.0,0.15991
6012,4,1994,1.0,0.22208
6013,1,2000,2.0,0.2361199999999999
6014,5,1996,1.0,0.20785
6015,5,1949,1.0,0.15138
6016,3,2010,1.0,0.12472
6017,1,2004,2.0,0.2483
6018,4,1986,1.0,0.20788
6019,4,1945,1.0,0.15165
6020,4,1995,1.0,0.22609
6021,3,2014,1.0,0.14064
6022,4,1965,1.0,0.17445
6023,3,2009,1.0,0.13402
6024,4,1995,1.0,0.2258099999999999
6025,3,2002,1.0,0.12695
6026,4,1993,1.0,0.22104
6027,4,1993,1.0,0.22121
6028,3,2013,2.0,0.13925
6029,5,1934,1.0,0.13926
6030,3,1997,1.0,0.1214
6031,3,2013,1.0,0.12777
6032,1,1998,2.0,0.23219
6033,3,2002,1.0,0.12666
6034,3,2013,1.0,0.12772
6035,3,2013,1.0,0.12772
6036,3,2014,1.0,0.13658
6037,4,1965,1.0,0.1747
6038,4,1989,1.0,0.21365
6039,3,2013,1.0,0.13988
6040,5,1958,1.0,0.1598
6041,5,1933,1.0,0.13868
6042,4,1993,1.0,0.22175
6043,1,1983,2.0,0.20172
6044,1,2002,3.0,0.2422099999999999
6045,4,1991,1.0,0.2170099999999999
6046,1,1974,2.0,0.18691
6047,1,1975,2.0,0.18848
6048,4,1975,2.0,0.18852
6049,1,2014,4.0,0.2410199999999999
6050,1,1995,2.0,0.22564
6051,3,2006,1.0,0.12735
6052,1,1984,2.0,0.2035799999999999
6053,1,1980,2.0,0.19649
6054,3,2004,4.0,0.09109
6055,1,1981,2.0,0.1981
6056,4,1983,1.0,0.20154
6057,4,1976,1.0,0.19013
6058,1,1975,2.0,0.18847
6059,3,2003,2.0,0.11709
6060,3,2013,1.0,0.1393
6061,3,2006,1.0,0.13089
6062,3,2006,1.0,0.13091
6063,3,2006,1.0,0.13085
6064,4,1980,2.0,0.19655
6065,3,2004,1.0,0.12885
6066,3,2006,1.0,0.1309799999999999
6067,4,1987,1.0,0.20876
6068,3,2002,3.0,0.0949
6069,3,2007,2.0,0.1151099999999999
6070,4,1999,1.0,0.23444
6071,1,1984,2.0,0.20342
6072,1,1986,2.0,0.20708
6073,3,2008,1.0,0.12392
6074,3,2001,1.0,0.1219099999999999
6075,1,1995,4.0,0.21022
6076,4,1995,2.0,0.2245199999999999
6077,1,1995,3.0,0.21585
6078,3,1996,2.0,0.10478
6079,5,2005,1.0,0.22209
6080,1,1998,6.0,0.19654
6081,3,2013,1.0,0.13495
6082,3,2010,1.0,0.11765
6083,4,1975,1.0,0.18845
6084,4,1981,2.0,0.19815
6085,1,1991,2.0,0.2171
6086,3,2011,1.0,0.1256
6087,1,2004,4.0,0.23761
6088,4,1993,1.0,0.2210599999999999
6089,5,1946,1.0,0.14854
6090,4,1946,1.0,0.15232
6091,4,1982,1.0,0.20038
6092,5,1946,1.0,0.14885
6093,4,1975,1.0,0.18887
6094,4,1983,1.0,0.2021099999999999
6095,1,1996,2.0,0.22808
6096,4,1995,1.0,0.2257
6097,3,2014,2.0,0.1228799999999999
6098,1,1996,2.0,0.22794
6099,3,2009,1.0,0.13467
6100,4,1985,2.0,0.2054699999999999
6101,5,1946,1.0,0.14855
6102,5,1946,1.0,0.14865
6103,3,2007,2.0,0.12142
6104,5,1914,1.0,0.12442
6105,5,1914,1.0,0.12447
6106,5,1924,1.0,0.13078
6107,5,1951,1.0,0.15133
6108,4,1994,1.0,0.22119
6109,4,2001,1.0,0.23749
6110,4,1946,1.0,0.1505099999999999
6111,4,2005,1.0,0.24715
6112,1,2007,15.0,0.15849
6113,1,2007,14.0,0.16152
6114,1,2007,15.0,0.15861
6115,1,2007,14.0,0.16162
6116,4,1989,1.0,0.21115
6117,4,1924,1.0,0.1317
6118,5,1914,1.0,0.12458
6119,4,1995,1.0,0.22355
6120,3,2008,2.0,0.0988
6121,3,2008,1.0,0.12796
6122,3,2012,1.0,0.13893
6123,5,1946,1.0,0.1471299999999999
6124,4,1961,1.0,0.16772
6125,4,1946,1.0,0.15094
6126,3,2011,2.0,0.11845
6127,5,1946,1.0,0.14726
6128,3,2012,1.0,0.13227
6129,1,2002,2.0,0.23984
6130,3,2013,1.0,0.12663
6131,3,2009,1.0,0.13343
6132,3,2013,2.0,0.11489
6133,3,1995,1.0,0.11817
6134,1,1996,2.0,0.22469
6135,3,2012,1.0,0.13655
6136,4,1908,1.0,0.1217099999999999
6137,4,1946,1.0,0.15234
6138,4,1954,1.0,0.16086
6139,5,1944,1.0,0.1468
6140,5,1944,1.0,0.14682
6141,3,1999,1.0,0.12372
6142,4,1991,1.0,0.21691
6143,4,1993,2.0,0.22115
6144,1,2000,15.0,0.14849
6145,1,2000,15.0,0.14851
6146,1,2000,15.0,0.14862
6147,3,2006,1.0,0.13032
6148,3,2004,2.0,0.11162
6149,3,2004,1.0,0.12782
6150,4,2003,1.0,0.24247
6151,3,2014,2.0,0.1216
6152,4,1952,1.0,0.15718
6153,4,1964,1.0,0.17157
6154,3,2014,1.0,0.13976
6155,3,2014,2.0,0.10461
6156,1,2000,13.0,0.15584
6157,1,2000,1.0,0.23542
6158,1,2000,15.0,0.14841
6159,4,1996,1.0,0.22548
6160,4,1996,1.0,0.22555
6161,4,1996,1.0,0.22554
6162,4,1998,1.0,0.23016
6163,4,1959,1.0,0.16521
6164,1,1997,1.0,0.2281099999999999
6165,4,1984,1.0,0.20174
6166,5,1952,1.0,0.15232
6167,3,2004,1.0,0.12913
6168,5,1946,1.0,0.1487
6169,5,1946,1.0,0.14874
6170,1,2013,5.0,0.2441
6171,5,1946,1.0,0.14878
6172,5,1946,1.0,0.14884
6173,3,1993,1.0,0.11828
6174,4,1993,1.0,0.2217
6175,4,1985,1.0,0.20584
6176,4,1985,1.0,0.20581
6177,5,1946,1.0,0.14878
6178,5,1946,1.0,0.14875
6179,5,1946,1.0,0.14876
6180,4,1986,2.0,0.20763
6181,5,1946,1.0,0.14873
6182,1,1998,2.0,0.2327
6183,5,1946,1.0,0.14895
6184,4,1996,1.0,0.22875
6185,4,1946,1.0,0.15248
6186,4,1981,1.0,0.19857
6187,4,1989,2.0,0.21322
6188,4,1989,2.0,0.21328
6189,5,1946,1.0,0.14865
6190,4,1986,2.0,0.2077
6191,5,1908,1.0,0.12261
6192,5,1908,1.0,0.12265
6193,5,1908,1.0,0.12275
6194,4,1980,1.0,0.19724
6195,4,1978,1.0,0.19391
6196,4,1996,1.0,0.2287199999999999
6197,1,1970,1.0,0.18181
6198,1,2001,2.0,0.24038
6199,5,1946,1.0,0.14862
6200,4,1996,1.0,0.2278599999999999
6201,5,1946,1.0,0.14852
6202,4,1983,1.0,0.20177
6203,4,1991,2.0,0.2170699999999999
6204,5,1946,1.0,0.14859
6205,5,1946,1.0,0.1484599999999999
6206,4,1985,1.0,0.20569
6207,5,1946,1.0,0.14876
6208,4,1977,1.0,0.19202
6209,4,1986,2.0,0.20753
6210,4,1946,1.0,0.1525
6211,5,1946,1.0,0.14873
6212,3,1995,3.0,0.12003
6213,5,1946,1.0,0.14866
6214,5,1946,1.0,0.14883
6215,4,1986,2.0,0.20768
6216,4,1982,1.0,0.20043
6217,4,1996,2.0,0.2283099999999999
6218,5,1946,1.0,0.14875
6219,5,1946,1.0,0.14875
6220,5,1946,1.0,0.14873
6221,5,1946,1.0,0.14872
6222,4,1992,2.0,0.21961
6223,4,1986,2.0,0.20786
6224,4,1988,1.0,0.21169
6225,4,1985,1.0,0.20592
6226,5,1946,1.0,0.14878
6227,4,2004,2.0,0.2480099999999999
6228,5,1946,1.0,0.14879
6229,5,1946,1.0,0.14876
6230,3,2011,1.0,0.13707
6231,5,1946,1.0,0.1486299999999999
6232,1,1995,1.0,0.22559
6233,5,1946,1.0,0.14862
6234,5,1946,1.0,0.14862
6235,1,1994,2.0,0.22325
6236,5,1946,1.0,0.1483799999999999
6237,1,2006,4.0,0.21498
6238,4,1974,1.0,0.18716
6239,1,1995,2.0,0.2257199999999999
6240,4,1995,2.0,0.22562
6241,3,2007,1.0,0.13238
6242,5,1946,1.0,0.14842
6243,4,1983,1.0,0.20188
6244,5,1995,1.0,0.2055
6245,1,1995,2.0,0.22555
6246,1,1994,2.0,0.2233
6247,1,1983,1.0,0.20193
6248,4,1991,2.0,0.21719
6249,5,1982,1.0,0.18657
6250,1,1996,2.0,0.22789
6251,5,1946,1.0,0.1486
6252,1,2012,4.0,0.24109
6253,1,2002,3.0,0.24249
6254,1,1994,1.0,0.22328
6255,5,1946,1.0,0.14844
6256,3,1999,1.0,0.1238799999999999
6257,3,2003,1.0,0.128
6258,5,1946,1.0,0.14852
6259,3,1995,3.0,0.08978
6260,3,2001,2.0,0.10966
6261,1,1999,1.0,0.23431
6262,3,2004,1.0,0.125
6263,3,1992,2.0,0.1168299999999999
6264,4,1995,2.0,0.22511
6265,1,1989,3.0,0.21264
6266,1,1983,2.0,0.20158
6267,4,1974,1.0,0.18677
6268,4,1984,2.0,0.20326
6269,1,1991,5.0,0.21685
6270,1,1983,1.0,0.20146
6271,3,1991,1.0,0.11602
6272,1,2005,3.0,0.24724
6273,1,1999,2.0,0.23431
6274,1,1997,3.0,0.22966
6275,1,1944,2.0,0.15007
6276,3,1994,1.0,0.11875
6277,4,1999,1.0,0.2345699999999999
6278,1,1989,3.0,0.21274
6279,1,2015,5.0,0.2212199999999999
6280,4,1980,2.0,0.19645
6281,4,1990,1.0,0.21449
6282,4,1988,2.0,0.2108699999999999
6283,4,1988,2.0,0.21088
6284,4,1946,1.0,0.15224
6285,1,1997,2.0,0.23016
6286,1,1997,2.0,0.23003
6287,1,1998,2.0,0.23235
6288,1,1985,4.0,0.20331
6289,1,1978,2.0,0.1930599999999999
6290,5,1946,1.0,0.14834
6291,5,1946,1.0,0.14833
6292,5,1946,1.0,0.14831
6293,5,1908,1.0,0.1222299999999999
6294,4,2004,1.0,0.24755
6295,5,2004,2.0,0.22103
6296,5,2004,1.0,0.22105
6297,4,1995,1.0,0.22543
6298,4,1983,1.0,0.20171
6299,4,1979,1.0,0.19479
6300,4,1995,2.0,0.22535
6301,4,1984,1.0,0.20377
6302,4,1984,1.0,0.20379
6303,1,1991,4.0,0.21723
6304,1,1991,4.0,0.21729
6305,3,1996,1.0,0.12092
6306,4,1997,1.0,0.2302199999999999
6307,4,1996,1.0,0.22794
6308,5,1908,1.0,0.12229
6309,3,2015,1.0,0.14314
6310,1,2012,5.0,0.23592
6311,4,1999,1.0,0.23542
6312,1,2011,5.0,0.24443
6313,3,1991,1.0,0.11655
6314,4,1992,2.0,0.21966
6315,4,1984,1.0,0.20398
6316,4,1985,2.0,0.20588
6317,3,2004,2.0,0.09663
6318,4,1998,1.0,0.23245
6319,4,2001,2.0,0.22984
6320,3,2000,2.0,0.10418
6321,4,1975,1.0,0.18269
6322,1,1996,3.0,0.22045
6323,3,1992,1.0,0.11354
6324,3,2012,1.0,0.13393
6325,5,1949,1.0,0.15049
6326,4,1956,1.0,0.16237
6327,5,1944,1.0,0.1462
6328,4,1986,1.0,0.20651
6329,5,1944,1.0,0.1466
6330,1,1979,2.0,0.1946
6331,4,1985,1.0,0.2049699999999999
6332,3,2007,1.0,0.12818
6333,5,1934,1.0,0.13853
6334,5,1944,1.0,0.1464
6335,5,1944,1.0,0.14632
6336,5,1944,1.0,0.1463799999999999
6337,3,2005,1.0,0.12966
6338,4,1984,1.0,0.20293
6339,3,2015,1.0,0.14147
6340,4,1986,1.0,0.20631
6341,1,2000,2.0,0.23603
6342,5,1944,1.0,0.1461299999999999
6343,4,1988,2.0,0.21039
6344,5,1944,1.0,0.1464
6345,4,1908,1.0,0.12155
6346,5,1944,1.0,0.14662
6347,5,1946,1.0,0.1483
6348,5,1961,1.0,0.1619799999999999
6349,1,1979,2.0,0.19439
6350,4,1954,1.0,0.16042
6351,3,1991,1.0,0.11294
6352,1,2009,6.0,0.20307
6353,1,1992,4.0,0.21927
6354,1,1992,4.0,0.21933
6355,4,1995,2.0,0.2256099999999999
6356,4,1982,1.0,0.20051
6357,3,2014,1.0,0.14112
6358,4,1985,1.0,0.2059099999999999
6359,4,1960,1.0,0.16774
6360,4,1979,1.0,0.19457
6361,1,1990,2.0,0.21494
6362,1,1987,2.0,0.2089099999999999
6363,1,1983,2.0,0.20153
6364,1,1996,1.0,0.22746
6365,4,1990,1.0,0.2150099999999999
6366,4,1987,1.0,0.2091599999999999
6367,5,1908,1.0,0.1219599999999999
6368,1,2007,3.0,0.24524
6369,5,1944,1.0,0.14652
6370,5,1944,1.0,0.14655
6371,4,1979,1.0,0.19465
6372,4,1987,3.0,0.2089599999999999
6373,4,1987,3.0,0.2090199999999999
6374,4,1991,1.0,0.2169199999999999
6375,3,1985,1.0,0.1108599999999999
6376,5,1950,1.0,0.15148
6377,1,1980,2.0,0.19615
6378,4,1992,1.0,0.2185
6379,4,1944,1.0,0.1498799999999999
6380,1,2000,2.0,0.23671
6381,1,1978,2.0,0.19284
6382,3,2013,2.0,0.12142
6383,3,2013,1.0,0.12849
6384,3,2011,1.0,0.13376
6385,3,2011,1.0,0.13773
6386,5,1908,1.0,0.1227299999999999
6387,5,1908,1.0,0.12274
6388,4,1961,1.0,0.17
6389,5,1906,1.0,0.12154
6390,4,2004,1.0,0.2480699999999999
6391,4,1998,2.0,0.23318
6392,4,1985,2.0,0.20596
6393,5,1946,1.0,0.14893
6394,4,1985,1.0,0.20598
6395,4,1984,1.0,0.2042
6396,1,1997,2.0,0.23088
6397,5,1908,1.0,0.12269
6398,4,1994,2.0,0.2236199999999999
6399,4,1946,1.0,0.15241
6400,5,1946,1.0,0.1486299999999999
6401,4,1987,2.0,0.20939
6402,5,1946,1.0,0.14881
6403,5,1946,1.0,0.14873
6404,4,1989,1.0,0.21333
6405,5,1946,1.0,0.14876
6406,5,2015,1.0,0.24404
6407,4,1980,1.0,0.1970299999999999
6408,5,1946,1.0,0.14867
6409,5,1946,1.0,0.14873
6410,4,2004,1.0,0.24786
6411,4,1946,1.0,0.15248
6412,4,1946,1.0,0.15247
6413,3,2013,1.0,0.13596
6414,4,1967,1.0,0.17321
6415,5,1944,1.0,0.1438
6416,4,1982,1.0,0.19595
6417,3,2008,1.0,0.11975
6418,4,1975,1.0,0.18438
6419,4,1998,1.0,0.2273599999999999
6420,4,1939,1.0,0.14229
6421,5,1956,1.0,0.15247
6422,3,2004,1.0,0.1248799999999999
6423,4,1930,1.0,0.1333599999999999
6424,5,1947,1.0,0.14462
6425,5,1947,1.0,0.1446599999999999
6426,4,1959,1.0,0.16135
6427,5,1942,1.0,0.14055
6428,3,2008,1.0,0.1302
6429,3,2011,1.0,0.12184
6430,3,2013,1.0,0.13524
6431,4,2001,1.0,0.2323599999999999
6432,4,1968,1.0,0.1726599999999999
6433,3,2011,1.0,0.13273
6434,4,1950,1.0,0.15155
6435,3,2002,2.0,0.12283
6436,5,1944,1.0,0.14209
6437,4,1995,2.0,0.21813
6438,5,1915,1.0,0.12228
6439,4,1974,1.0,0.1809599999999999
6440,4,1996,1.0,0.2204199999999999
6441,4,1995,1.0,0.21838
6442,4,1989,1.0,0.21494
6443,5,1923,1.0,0.13255
6444,4,1994,2.0,0.22509
6445,4,1935,1.0,0.14317
6446,5,1979,1.0,0.18394
6447,4,1993,1.0,0.22289
6448,3,2012,1.0,0.1277
6449,3,2004,1.0,0.12525
6450,4,1991,1.0,0.21929
6451,3,2005,1.0,0.12761
6452,4,1978,1.0,0.19525
6453,3,1997,1.0,0.12297
6454,5,1908,1.0,0.1234
6455,4,1955,1.0,0.16348
6456,4,1923,1.0,0.13334
6457,5,1923,1.0,0.13276
6458,4,1923,1.0,0.13351
6459,5,1924,1.0,0.1333
6460,5,1926,1.0,0.1348599999999999
6461,5,1930,1.0,0.13766
6462,5,1930,1.0,0.13768
6463,4,1945,1.0,0.15294
6464,4,1950,1.0,0.15815
6465,4,1977,1.0,0.18703
6466,4,1977,1.0,0.18699
6467,1,2005,2.0,0.24378
6468,4,1970,1.0,0.17626
6469,3,2009,1.0,0.13625
6470,5,1934,1.0,0.1405799999999999
6471,4,2000,2.0,0.24001
6472,5,1925,1.0,0.13417
6473,5,1986,1.0,0.19385
6474,4,1978,1.0,0.19515
6475,4,1993,2.0,0.22332
6476,4,2002,1.0,0.2444599999999999
6477,3,2001,2.0,0.10507
6478,4,2002,1.0,0.24404
6479,5,1976,1.0,0.18023
6480,3,2000,1.0,0.12118
6481,5,1923,1.0,0.13249
6482,4,1925,1.0,0.1347799999999999
6483,3,2006,1.0,0.12132
6484,3,1977,1.0,0.10593
6485,3,2013,1.0,0.13662
6486,3,2013,1.0,0.13667
6487,4,1994,1.0,0.22523
6488,4,1996,1.0,0.2298
6489,5,1998,1.0,0.21099
6490,3,2013,1.0,0.13997
6491,5,1908,1.0,0.12309
6492,4,1923,1.0,0.1331
6493,5,1944,1.0,0.14789
6494,4,1998,1.0,0.23409
6495,5,1941,1.0,0.14556
6496,5,1923,1.0,0.1324
6497,4,2004,1.0,0.24908
6498,4,2004,1.0,0.24906
6499,4,2002,1.0,0.24398
6500,4,2004,1.0,0.24928
6501,4,1960,1.0,0.16796
6502,3,2009,1.0,0.13469
6503,5,1923,1.0,0.1319
6504,1,1998,1.0,0.23304
6505,4,2000,1.0,0.2374
6506,3,2004,1.0,0.129
6507,4,1998,2.0,0.2330199999999999
6508,3,2005,1.0,0.12655
6509,5,1925,1.0,0.13408
6510,5,1939,1.0,0.1443
6511,5,1936,1.0,0.142
6512,4,1998,2.0,0.23484
6513,4,1997,1.0,0.23234
6514,5,1943,1.0,0.14749
6515,4,1997,1.0,0.23244
6516,4,1999,1.0,0.23715
6517,5,1916,1.0,0.1282
6518,5,1908,1.0,0.1234799999999999
6519,5,1925,1.0,0.13385
6520,4,1980,1.0,0.19827
6521,4,1993,2.0,0.22325
6522,5,1976,1.0,0.18047
6523,4,1996,1.0,0.22991
6524,4,1908,1.0,0.1227099999999999
6525,4,1993,1.0,0.22318
6526,4,2002,1.0,0.2444599999999999
6527,5,1988,1.0,0.19667
6528,4,1996,1.0,0.2300699999999999
6529,4,1955,2.0,0.16312
6530,3,2010,1.0,0.13677
6531,5,1934,1.0,0.14006
6532,1,1934,2.0,0.14209
6533,5,1960,1.0,0.1625
6534,5,1923,1.0,0.13248
6535,4,2000,1.0,0.23955
6536,5,1908,1.0,0.12332
6537,3,1999,1.0,0.11873
6538,3,2006,2.0,0.10502
6539,3,2013,2.0,0.10851
6540,4,2003,2.0,0.2353599999999999
6541,3,1997,2.0,0.10728
6542,3,2013,1.0,0.1228
6543,3,2013,1.0,0.12283
6544,3,2013,1.0,0.1228799999999999
6545,3,1996,1.0,0.11585
6546,3,1997,1.0,0.11678
6547,3,1998,1.0,0.1079599999999999
